Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Time 95% (s)	Time 5% (s)	Sample Length (samples)	Peak Time (s)	Peak Freq Contour (Hz)	Peak Freq (Hz)	Min Time (s)	Max Time (s)	Max Freq (Hz)	Length (frames)	IQR Dur (s)	Freq 95% (Hz)	Freq 5% (Hz)	Dur 90% (s)	Delta Time (s)	Center Time (s)	Delta Freq (Hz)	BW 90% (Hz)	Q3 Time (s)	Q1 Time Rel.	Q1 Time (s)	Q1 Freq (Hz)	Q3 Freq (Hz)	Q3 Time Rel.	Agg Entropy (bits)	Avg Entropy (bits)	Avg Power (dB)	Begin File	Center Freq (Hz)	Delta Power (dB)	Energy (dB)	Freq Contour  5% (Hz)	Freq Contour 25% (Hz)	Freq Contour 50% (Hz)	Freq Contour 75% (Hz)	Freq Contour 95% (Hz)	IQR BW (Hz)	Max Entropy (bits)	Min Entropy (bits)	Peak Amp (U)	PFC Avg Slope (Hz/ms)	PFC Max Freq (Hz)	PFC Max Slope (Hz/ms)	PFC Min Freq (Hz)	PFC Min Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)	Q1 Freq Rel.	Q3 Freq Rel.	Avg Amp (u)	Begin Path	Center Time Rel.	File Offset (s)	F-RMS Amp (U)	Freq 5% Rel.	Freq 95% Rel.	Inband Power (dB)	Leq (dB)	Max Amp (U)	Max Bearing (deg)	Max Power (dB)	Min Amp (U)	Peak Corr (U)	Peak Lag (s)	Peak Power (dB)	Peak Time Relative	RMS Amp (U)	SEL (dB)	Time 5% Rel.	Time 95% Rel.	Fundamental	NumberOfComponents	SchroederDirection
18	Spectrogram 1	1	26.400425214	26.599857233	0.0000	15356.6991	26.5867	26.4137	9738	26.4609	4196.1562;10204.2891;14400.4453;14400.4453;14400.4453;4196.1562;4196.1562;10204.2891;10204.2891;14400.4453;14400.4453;14400.4453;4196.1562;4196.1562;10204.2891;10204.2891;14400.4453;14400.4453;14400.4453;4196.1562;4196.1562;10204.2891;10204.2891;14400.4453;14400.4453;14400.4453;4196.1562;4196.1562;10204.2891;14400.4453;14400.4453;14400.4453;4196.1562;4196.1562;4196.1562;10204.2891;14400.4453	14400.4453		26.4609	14400.4	38	0.1	14400.4	1144.4	0.2	0.199	26.498	15356.7	13256.0	26.5	0.2703	26.5	4196.2	11444.1	0.7297	5.902	5.922	138.4	SchroederCallsTest4_3Nov2022.wav	7820.1094		173.2566	1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062;1144.4062	4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562;4196.1562	7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094;7820.1094	11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625;11444.0625	14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453	7247.9062	6.3456	5.8929		54.0641	14400.4453	1145.9575	4196.1562	-1946.3087	10.000	1145.9575;800.3512;0.0000;0.0000;-1946.3087;0.0000;1145.9575;0.0000;800.3512;0.0000;0.0000;-1946.3087;0.0000;1145.9575;0.0000;800.3512;0.0000;0.0000;-1946.3087;0.0000;1145.9575;0.0000;800.3512;0.0000;0.0000;-1946.3087;0.0000;1145.9575;800.3512;0.0000;0.0000;-1946.3087;0.0000;0.0000;1145.9575;800.3512	0.2733	0.7453		C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav	0.486	26.400		0.0745	0.9379	133.3764				145.0083				145.0083	0.2973			0.0541	0.9459	600	25	neg
18	Waveform 1	1	26.400425214	26.599857233	0.0000	15356.6991			9738	26.4848			26.4848	26.4898		9738					0.199		15356.7											SchroederCallsTest4_3Nov2022.wav												8388608.0										-127.4	C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav		26.400	4661770.5				133.4	7602176.0			-8388608.0				0.4231	4661772.8	126.4			600	25	neg
19	Spectrogram 1	1	30.600452070	30.799819797	0.0000	4440.5386	30.7863	30.6132	9735	30.6185	4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219	4005.4219		30.6185	4005.4	38	0.1	4005.4	762.9	0.2	0.199	30.702	4440.5	3242.5	30.7	0.2703	30.7	1525.9	3242.5	0.7568	3.580	3.601	143.5	SchroederCallsTest4_3Nov2022.wav	2384.1797		173.0342	762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375	1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750	2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797	3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844	4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219	1716.6094	4.0624	3.5709		0.0000	4005.4219	0.0000	4005.4219	0.0000	0.000	0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	0.3478	0.7391		C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav	0.514	30.600		0.1739	0.9130	133.1540				151.7454				151.7454	0.0811			0.0541	0.9459	800	5	pos
19	Waveform 1	1	30.600452070	30.799819797	0.0000	4440.5386			9735	30.6143			30.6143	30.6394		9735					0.199		4440.5											SchroederCallsTest4_3Nov2022.wav												8388608.0										-135.7	C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav		30.600	4544682.3				133.2	6768128.0			-8388608.0				0.0692	4544680.5	126.1			800	5	pos
20	Spectrogram 1	1	31.800498594	31.999882394	0.0000	4440.5386	31.9869	31.8139	9736	31.9030	4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219	4005.4219		31.9030	4005.4	38	0.1	4005.4	762.9	0.2	0.199	31.898	4440.5	3242.5	31.9	0.2703	31.9	1525.9	3242.5	0.7297	3.580	3.600	143.5	SchroederCallsTest4_3Nov2022.wav	2384.1797		173.0343	762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375;762.9375	1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750	2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797;2384.1797	3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844	4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219;4005.4219	1716.6094	4.0438	3.5709		0.0000	4005.4219	0.0000	4005.4219	0.0000	0.000	0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	0.3478	0.7391		C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav	0.486	31.800		0.1739	0.9130	133.1540				151.7454				151.7454	0.5135			0.0541	0.9459	800	5	neg
20	Waveform 1	1	31.800498594	31.999882394	0.0000	4440.5386			9736	31.8210			31.8210	31.8321		9736					0.199		4440.5											SchroederCallsTest4_3Nov2022.wav												8388608.0										-133.7	C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav		31.800	4544449.1				133.1	6768128.0			-8388608.0				0.1028	4544447.3	126.1			800	5	neg
21	Spectrogram 1	1	33.000483292	33.199915277	0.0000	12459.8574	33.1823	33.0145	9738	33.0459	4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;4005.4219;10395.0234;10395.0234;4005.4219;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219	10395.0234		33.0459	10395.0	38	0.1	11920.9	858.3	0.2	0.199	33.098	12459.9	11062.6	33.1	0.2432	33.1	3242.5	9536.7	0.7297	5.165	5.186	139.1	SchroederCallsTest4_3Nov2022.wav	6389.6016		173.0418	858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047	3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844	6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016	9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188	11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984	6294.2344	5.7162	5.1560		0.0000	10395.0234	1218.7167	4005.4219	-1218.7167	13.000	1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;0.0000;1218.7167;0.0000;-1218.7167;0.0000;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000	0.2615	0.7692		C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav	0.486	33.000		0.0692	0.9615	133.1616				146.9885				146.9885	0.2162			0.0541	0.9189	800	15	pos
21	Waveform 1	1	33.000483292	33.199915277	0.0000	12459.8574			9738	33.0323			33.0323	33.0117		9738					0.199		12459.9											SchroederCallsTest4_3Nov2022.wav												8388608.0										-127.3	C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav		33.000	4548157.3				133.2	7269632.0			-8388608.0				0.1597	4548157.3	126.2			800	15	pos
22	Spectrogram 1	1	34.200607733	34.399943279	0.0000	12459.8574	34.3829	34.2151	9733	34.2256	4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;10395.0234;10395.0234;10395.0234;4005.4219;4005.4219;4005.4219;10395.0234;10395.0234;4005.4219;4005.4219;4005.4219;10395.0234;10395.0234;4005.4219;4005.4219	10395.0234		34.2256	10395.0	38	0.1	11920.9	858.3	0.2	0.199	34.299	12459.9	11062.6	34.3	0.2432	34.3	3242.5	9536.7	0.7297	5.164	5.188	139.1	SchroederCallsTest4_3Nov2022.wav	6389.6016		173.0412	858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047;858.3047	3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844;3242.4844	6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016;6389.6016	9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188;9536.7188	11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984;11920.8984	6294.2344	5.8139	5.1560		0.0000	10395.0234	1218.7167	4005.4219	-1218.7167	13.000	0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;1218.7167;0.0000;0.0000;-1218.7167;0.0000;0.0000;1218.7167;0.0000;-1218.7167;0.0000;0.0000;1218.7167;0.0000;-1218.7167;0.0000	0.2615	0.7692		C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav	0.486	34.201		0.0692	0.9615	133.1609				146.9885				146.9885	0.1081			0.0541	0.9189	800	15	neg
22	Waveform 1	1	34.200607733	34.399943279	0.0000	12459.8574			9733	34.2392			34.2392	34.2599		9733					0.199		12459.9											SchroederCallsTest4_3Nov2022.wav												8388608.0										-126.3	C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav		34.201	4549099.8				133.2	7269632.0			-8388608.0				0.1936	4549333.5	126.2			800	15	neg
23	Spectrogram 1	1	35.402751165	35.612234899	0.0000	20442.7245	35.5835	35.4157	10229	35.6097	14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;14400.4453;4005.4219;7629.3750;0.0000	14400.4453		35.4786	14400.4	40	0.1	19264.2	1525.9	0.2	0.209	35.500	20442.7	17738.3	35.5	0.2308	35.5	5531.3	15258.8	0.6923	5.901	5.993	136.9	SchroederCallsTest4_3Nov2022.wav	10395.0234		173.2543	1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;1525.8750;3147.1172;0.0000	5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5531.2969;5912.7656;0.0000	10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;10395.0234;7629.3750;0.0000	15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;15258.7500;9250.6172;0.0000	19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;19264.1719;11539.4297;0.0000	9727.4531	7.7482	5.8930		-72.2805	14400.4453	691.2124	0.0000	-1982.6883	2.000	0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1982.6883;691.2124;-1455.1841	0.2710	0.7477		C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav	0.462	35.403		0.0748	0.9439	133.1513				144.9991				144.9991	1.0000			0.0513	0.8718	800	25	pos
23	Waveform 1	1	35.402751165	35.612234899	0.0000	20442.7245			10229	35.4529			35.4529	35.5741		10229					0.209		20442.7											SchroederCallsTest4_3Nov2022.wav												8388608.0										-317.1	C:\Users\Karan\Dropbox\acoustic_fine_features_zebra_finch\data\raw\SchroederCallsTest4_3Nov2022.wav		35.403	4548167.5				133.2	7602688.0			-8388608.0				0.2393	4548173.2	126.4			800	25	pos
